,team,pay_type,question,points,answer,answer_mod,answer_truth,correct,score
510,The House of Lesbian Poets,Paying,12. Samwell Tarly,2.0,Lives,Lives,Lives,True,2.0
519,Tormund's Member Rewards Club,Paying,12. Samwell Tarly,2.0,Lives,Lives,Lives,True,2.0
498,Xander's Dragons,Paying,12. Samwell Tarly,2.0,Lives,Lives,Lives,True,2.0
502,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,12. Samwell Tarly,2.0,Lives,Lives,Lives,True,2.0
530,A Girl Has No Team Name,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
547,A Team Has No Name,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
532,A Wizard of Cersei,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
556,Aaron on the Throne,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
540,All Bronn and no brains,Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
561,Arya Dead Yet?,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
550,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
557,"Breaker of Fasts, Mother of Brunches",Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
528,Bri-Anne,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
551,Bri-Enne Of Green Gables,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
564,Bronn Swanson,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
570,Bronn: The Decision,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
544,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
539,Dany Snow,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
549,Davis the Bastard of Voltron,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
558,Enjol-Raki ,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
533,Flea Bottom Feeders,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
543,House Magnus,Free,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
559,Just Here for CleganeBowl,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
541,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
538,Lady Elizabeth of House Wray,Free,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
568,Lady Kristi of the House of Brooks,Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
560,Lady Stoneheart,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
552,Lil' Jon Snow White,Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
536,Little Fingers’ Little Finger,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
571,Lord Ben-ish,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
565,Matton Of The Hounds,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
569,Mountain Mellon Crushers,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
529,No Ygrittes,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
562,"S'now way, Jose!",Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
534,Safari Ary,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
535,Sand Snake Realness,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
566,Sept of Baylor was an Inside job,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
553,"Ser Dunton, Knight of the Laughing Tree",Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
567,Ser Hand Rale of House Bannister,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
537,Stark Raving Mad,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
545,Stop Dragon My Horse Heart Around,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
531,Sword Swallowers through and through,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
548,That’s what I do: I drink and I know things.,Paying,13. Theon Greyjoy,2.0,Lives,Lives,Lives,True,2.0
555,The Ed Sheeran Fan Club,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
554,The House of Lesbian Poets,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
563,Tormund's Member Rewards Club,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
542,Xander's Dragons,Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
546,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,13. Theon Greyjoy,2.0,Dies,Dies,Lives,False,0.0
574,A Girl Has No Team Name,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
591,A Team Has No Name,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
576,A Wizard of Cersei,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
600,Aaron on the Throne,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
584,All Bronn and no brains,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
605,Arya Dead Yet?,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
594,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
601,"Breaker of Fasts, Mother of Brunches",Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
572,Bri-Anne,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
595,Bri-Enne Of Green Gables,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
608,Bronn Swanson,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
614,Bronn: The Decision,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
588,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
583,Dany Snow,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
593,Davis the Bastard of Voltron,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
602,Enjol-Raki ,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
577,Flea Bottom Feeders,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
587,House Magnus,Free,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
603,Just Here for CleganeBowl,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
585,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
582,Lady Elizabeth of House Wray,Free,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
612,Lady Kristi of the House of Brooks,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
604,Lady Stoneheart,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
596,Lil' Jon Snow White,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
580,Little Fingers’ Little Finger,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
615,Lord Ben-ish,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
609,Matton Of The Hounds,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
613,Mountain Mellon Crushers,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
573,No Ygrittes,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
606,"S'now way, Jose!",Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
578,Safari Ary,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
579,Sand Snake Realness,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
610,Sept of Baylor was an Inside job,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
597,"Ser Dunton, Knight of the Laughing Tree",Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
611,Ser Hand Rale of House Bannister,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
581,Stark Raving Mad,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
589,Stop Dragon My Horse Heart Around,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
575,Sword Swallowers through and through,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
592,That’s what I do: I drink and I know things.,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
599,The Ed Sheeran Fan Club,Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
598,The House of Lesbian Poets,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
607,Tormund's Member Rewards Club,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
586,Xander's Dragons,Paying,14. Bronn,1.0,Lives,Lives,Lives,True,1.0
590,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,14. Bronn,1.0,Dies,Dies,Lives,False,0.0
618,A Girl Has No Team Name,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
635,A Team Has No Name,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
620,A Wizard of Cersei,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
644,Aaron on the Throne,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
628,All Bronn and no brains,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
649,Arya Dead Yet?,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
638,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
645,"Breaker of Fasts, Mother of Brunches",Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
616,Bri-Anne,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
639,Bri-Enne Of Green Gables,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
652,Bronn Swanson,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
658,Bronn: The Decision,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
632,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
627,Dany Snow,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
637,Davis the Bastard of Voltron,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
646,Enjol-Raki ,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
621,Flea Bottom Feeders,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
631,House Magnus,Free,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
647,Just Here for CleganeBowl,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
629,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
626,Lady Elizabeth of House Wray,Free,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
656,Lady Kristi of the House of Brooks,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
648,Lady Stoneheart,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
640,Lil' Jon Snow White,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
624,Little Fingers’ Little Finger,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
659,Lord Ben-ish,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
653,Matton Of The Hounds,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
657,Mountain Mellon Crushers,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
617,No Ygrittes,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
650,"S'now way, Jose!",Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
622,Safari Ary,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
623,Sand Snake Realness,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
654,Sept of Baylor was an Inside job,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
641,"Ser Dunton, Knight of the Laughing Tree",Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
655,Ser Hand Rale of House Bannister,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
625,Stark Raving Mad,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
633,Stop Dragon My Horse Heart Around,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
619,Sword Swallowers through and through,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
636,That’s what I do: I drink and I know things.,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
643,The Ed Sheeran Fan Club,Paying,15. The Hound,1.0,Lives,Lives,Lives,True,1.0
642,The House of Lesbian Poets,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
651,Tormund's Member Rewards Club,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
630,Xander's Dragons,Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
634,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,15. The Hound,1.0,Dies,Dies,Lives,False,0.0
662,A Girl Has No Team Name,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
679,A Team Has No Name,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
664,A Wizard of Cersei,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
688,Aaron on the Throne,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
672,All Bronn and no brains,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
693,Arya Dead Yet?,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
682,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
689,"Breaker of Fasts, Mother of Brunches",Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
660,Bri-Anne,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
683,Bri-Enne Of Green Gables,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
696,Bronn Swanson,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
702,Bronn: The Decision,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
676,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
671,Dany Snow,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
681,Davis the Bastard of Voltron,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
690,Enjol-Raki ,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
665,Flea Bottom Feeders,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
675,House Magnus,Free,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
691,Just Here for CleganeBowl,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
673,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
670,Lady Elizabeth of House Wray,Free,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
700,Lady Kristi of the House of Brooks,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
692,Lady Stoneheart,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
684,Lil' Jon Snow White,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
668,Little Fingers’ Little Finger,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
703,Lord Ben-ish,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
697,Matton Of The Hounds,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
701,Mountain Mellon Crushers,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
661,No Ygrittes,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
694,"S'now way, Jose!",Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
666,Safari Ary,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
667,Sand Snake Realness,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
698,Sept of Baylor was an Inside job,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
685,"Ser Dunton, Knight of the Laughing Tree",Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
699,Ser Hand Rale of House Bannister,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
669,Stark Raving Mad,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
677,Stop Dragon My Horse Heart Around,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
663,Sword Swallowers through and through,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
680,That’s what I do: I drink and I know things.,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
687,The Ed Sheeran Fan Club,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
686,The House of Lesbian Poets,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
695,Tormund's Member Rewards Club,Paying,16. Gendry,1.0,Lives,Lives,Lives,True,1.0
674,Xander's Dragons,Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
678,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,16. Gendry,1.0,Dies,Dies,Lives,False,0.0
706,A Girl Has No Team Name,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
723,A Team Has No Name,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
708,A Wizard of Cersei,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
732,Aaron on the Throne,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
716,All Bronn and no brains,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
737,Arya Dead Yet?,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
726,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
733,"Breaker of Fasts, Mother of Brunches",Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
704,Bri-Anne,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
727,Bri-Enne Of Green Gables,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
740,Bronn Swanson,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
746,Bronn: The Decision,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
720,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
715,Dany Snow,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
725,Davis the Bastard of Voltron,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
734,Enjol-Raki ,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
709,Flea Bottom Feeders,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
719,House Magnus,Free,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
735,Just Here for CleganeBowl,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
717,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
714,Lady Elizabeth of House Wray,Free,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
744,Lady Kristi of the House of Brooks,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
736,Lady Stoneheart,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
728,Lil' Jon Snow White,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
712,Little Fingers’ Little Finger,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
747,Lord Ben-ish,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
741,Matton Of The Hounds,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
745,Mountain Mellon Crushers,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
705,No Ygrittes,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
738,"S'now way, Jose!",Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
710,Safari Ary,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
711,Sand Snake Realness,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
742,Sept of Baylor was an Inside job,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
729,"Ser Dunton, Knight of the Laughing Tree",Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
743,Ser Hand Rale of House Bannister,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
713,Stark Raving Mad,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
721,Stop Dragon My Horse Heart Around,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
707,Sword Swallowers through and through,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
724,That’s what I do: I drink and I know things.,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
731,The Ed Sheeran Fan Club,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
730,The House of Lesbian Poets,Paying,17. Grey Worm,1.0,Lives,Lives,Lives,True,1.0
739,Tormund's Member Rewards Club,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
718,Xander's Dragons,Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
722,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,17. Grey Worm,1.0,Dies,Dies,Lives,False,0.0
750,A Girl Has No Team Name,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
767,A Team Has No Name,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
752,A Wizard of Cersei,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
776,Aaron on the Throne,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
760,All Bronn and no brains,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
781,Arya Dead Yet?,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
770,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
777,"Breaker of Fasts, Mother of Brunches",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
748,Bri-Anne,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
771,Bri-Enne Of Green Gables,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
784,Bronn Swanson,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
790,Bronn: The Decision,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
764,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses  ",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
759,Dany Snow,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
769,Davis the Bastard of Voltron,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
778,Enjol-Raki ,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
753,Flea Bottom Feeders,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
763,House Magnus,Free,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
779,Just Here for CleganeBowl,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
761,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
758,Lady Elizabeth of House Wray,Free,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
788,Lady Kristi of the House of Brooks,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
780,Lady Stoneheart,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
772,Lil' Jon Snow White,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
756,Little Fingers’ Little Finger,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
791,Lord Ben-ish,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
785,Matton Of The Hounds,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
789,Mountain Mellon Crushers,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
749,No Ygrittes,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
782,"S'now way, Jose!",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
754,Safari Ary,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
755,Sand Snake Realness,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
786,Sept of Baylor was an Inside job,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
773,"Ser Dunton, Knight of the Laughing Tree",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
787,Ser Hand Rale of House Bannister,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
757,Stark Raving Mad,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
765,Stop Dragon My Horse Heart Around,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
751,Sword Swallowers through and through,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
768,That’s what I do: I drink and I know things.,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
775,The Ed Sheeran Fan Club,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
774,The House of Lesbian Poets,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
783,Tormund's Member Rewards Club,Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
762,Xander's Dragons,Paying,18. Melisandre,1.0,Lives,Lives,Lives,True,1.0
766,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,18. Melisandre,1.0,Dies,Dies,Lives,False,0.0
794,A Girl Has No Team Name,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
811,A Team Has No Name,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
796,A Wizard of Cersei,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
820,Aaron on the Throne,Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
804,All Bronn and no brains,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
825,Arya Dead Yet?,Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
814,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,19. Missandei,1.0,Lives,Lives,Lives,True,1.0
821,"Breaker of Fasts, Mother of Brunches",Paying,19. Missandei,1.0,Dies,Dies,Lives,False,0.0
